Version="1.0"
cirKey,startRecNo,endRecNo,binSize,count,min,max,mean,rms,sum,sumSqs,integral
current:3.3v:dev,290000,299999,10000,10000,-554.0,476.0,-42.0604,281.74412114541093,-420604.0,7.93797498E8,-4.207450000000002
power:vio_1v8:dev,290000,299999,10000,10000,-1.0,2.0,0.0526,0.2778488797889961,526.0,772.0,0.005259999999999883
voltage:vio_1v8:dev,300000,309999,10000,10000,-5.0,0.0,-1.48,1.9159331929897765,-14800.0,36708.0,-0.1479850000000006
voltage:3.3v:dev,300000,309999,10000,10000,20.0,27.0,23.2505,23.271594272846887,232505.0,5415671.0,2.324819999999884
power:3.3v:dev,300000,309999,10000,10000,-13.0,10.0,-1.0561,6.153966200752162,-10561.0,378713.0,-0.10560000000000046
current:vio_1v8:dev,300000,309999,10000,10000,-990.0,510.0,-196.503,355.4692799666379,-1965030.0,1.26358409E9,-19.646580000000025
power:tot:dev,300000,309999,10000,10000,-13.0,11.0,-0.9986,6.1472107496001795,-9986.0,377882.0,-0.09985500000000058
current:3.3v:dev,300000,309999,10000,10000,-554.0,462.0,-41.7629,281.97769574914963,-417629.0,7.95114209E8,-4.176014999999999
power:vio_1v8:dev,300000,309999,10000,10000,-1.0,2.0,0.0575,0.2906888370749727,575.0,845.0,0.005744999999999855
voltage:vio_1v8:dev,310000,319999,10000,10000,-5.0,0.0,-1.4978,1.9210934386437324,-14978.0,36906.0,-0.1497750000000001
voltage:3.3v:dev,310000,319999,10000,10000,20.0,27.0,23.6111,23.62258453260354,236111.0,5580265.0,2.3608799999998498
power:3.3v:dev,310000,319999,10000,10000,-13.0,10.0,-1.0347,6.229213433492226,-10347.0,388031.0,-0.10338000000000039
current:vio_1v8:dev,310000,319999,10000,10000,-1010.0,470.0,-194.6113,352.51635635811283,-1946113.0,1.242677815E9,-19.455170000000027
power:tot:dev,310000,319999,10000,10000,-13.0,11.0,-0.9852,6.2199839228088045,-9852.0,386882.0,-0.09843000000000031
current:3.3v:dev,310000,319999,10000,10000,-546.0,455.0,-41.8367,281.30392656342354,-418367.0,7.91318991E8,-4.179509999999988
power:vio_1v8:dev,310000,319999,10000,10000,-1.0,2.0,0.0495,0.27331300737432895,495.0,747.0,0.004949999999999893
voltage:vio_1v8:dev,320000,329999,10000,10000,-5.0,0.0,-1.4131,1.855505322007997,-14131.0,34429.0,-0.14129500000000092
voltage:3.3v:dev,320000,329999,10000,10000,20.0,27.0,23.8597,23.86623346906671,238597.0,5695971.0,2.385729999999804
power:3.3v:dev,320000,329999,10000,10000,-13.0,10.0,-1.0203,6.287344431475025,-10203.0,395307.0,-0.10205000000000033
current:vio_1v8:dev,320000,329999,10000,10000,-997.0,490.0,-194.7482,352.32686102538366,-1947482.0,1.24134217E9,-19.474449999999898
power:tot:dev,320000,329999,10000,10000,-13.0,10.0,-0.9702,6.283136159594188,-9702.0,394778.0,-0.09704000000000035
current:3.3v:dev,320000,329999,10000,10000,-571.0,465.0,-41.3097,281.346158495189,-413097.0,7.91556609E8,-4.131860000000007
power:vio_1v8:dev,320000,329999,10000,10000,-1.0,3.0,0.0501,0.26851443164195105,501.0,721.0,0.005009999999999893
voltage:vio_1v8:dev,330000,339999,10000,10000,-5.0,0.0,-1.4606,1.8963649437806005,-14606.0,35962.0,-0.14606000000000113
voltage:3.3v:dev,330000,339999,10000,10000,21.0,28.0,24.0865,24.09353232716199,240865.0,5804983.0,2.408409999999828
power:3.3v:dev,330000,339999,10000,10000,-13.0,11.0,-1.0222,6.3513463139715505,-10222.0,403396.0,-0.10213500000000075
current:vio_1v8:dev,330000,339999,10000,10000,-986.0,524.0,-194.966,352.7511601681843,-1949660.0,1.24433381E9,-19.49297
power:tot:dev,330000,339999,10000,10000,-13.0,12.0,-0.9701,6.342988254758162,-9701.0,402335.0,-0.09692500000000047
current:3.3v:dev,330000,339999,10000,10000,-570.0,482.0,-41.4681,281.02750345829145,-414681.0,7.89764577E8,-4.1431649999999935
power:vio_1v8:dev,330000,339999,10000,10000,-1.0,2.0,0.0521,0.27331300737432895,521.0,747.0,0.005209999999999882
voltage:vio_1v8:dev,340000,349999,10000,10000,-5.0,0.0,-1.4788,1.9123284236762261,-14788.0,36570.0,-0.14785500000000026
voltage:3.3v:dev,340000,349999,10000,10000,22.0,29.0,24.3956,24.411829099844198,243956.0,5959374.0,2.4393199999998623
power:3.3v:dev,340000,349999,10000,10000,-14.0,11.0,-1.0613,6.4651295423989765,-10613.0,417979.0,-0.10619500000000062
current:vio_1v8:dev,340000,349999,10000,10000,-946.0,480.0,-194.3288,351.1461390931132,-1943288.0,1.23303611E9,-19.434700000000042
power:tot:dev,340000,349999,10000,10000,-14.0,12.0,-1.0082,6.454688218651618,-10082.0,416630.0,-0.10088500000000072
current:3.3v:dev,340000,349999,10000,10000,-561.0,462.0,-41.6903,281.6816499170651,-416903.0,7.93445519E8,-4.171784999999999
power:vio_1v8:dev,340000,349999,10000,10000,-1.0,2.0,0.0531,0.2826658805020514,531.0,799.0,0.005309999999999881
voltage:vio_1v8:dev,350000,359999,10000,10000,-5.0,0.0,-1.5021,1.9272519295618826,-15021.0,37143.0,-0.15019000000000055
voltage:3.3v:dev,350000,359999,10000,10000,22.0,29.0,25.1428,25.179575055985357,251428.0,6340110.0,2.5140249999999185
power:3.3v:dev,350000,359999,10000,10000,-15.0,11.0,-1.1808,6.6953416641721875,-11808.0,448276.0,-0.11810500000000136
current:vio_1v8:dev,350000,359999,10000,10000,-1010.0,477.0,-193.8017,351.2592243628628,-1938017.0,1.233830427E9,-19.37842500000003
power:tot:dev,350000,359999,10000,10000,-15.0,12.0,-1.1329,6.686187254332622,-11329.0,447051.0,-0.11331500000000096
current:3.3v:dev,350000,359999,10000,10000,-561.0,462.0,-42.7115,281.6684595406451,-427115.0,7.93371211E8,-4.272019999999979
power:vio_1v8:dev,350000,359999,10000,10000,-1.0,2.0,0.0479,0.2754995462791182,479.0,759.0,0.004789999999999903
voltage:vio_1v8:dev,360000,369999,10000,10000,-5.0,0.0,-1.5197,1.9406957515283019,-15197.0,37663.0,-0.15195999999999968
voltage:3.3v:dev,360000,369999,10000,10000,23.0,29.0,25.9957,26.043738210940457,259957.0,6782763.0,2.5993149999999283
power:3.3v:dev,360000,369999,10000,10000,-15.0,12.0,-1.2202,6.9320992491452404,-12202.0,480540.0,-0.121955000000001
current:vio_1v8:dev,360000,369999,10000,10000,-987.0,500.0,-194.1145,350.8434407253469,-1941145.0,1.230911199E9,-19.406520000000132
power:tot:dev,360000,369999,10000,10000,-15.0,12.0,-1.1664,6.919913294254488,-11664.0,478852.0,-0.11657500000000089
current:3.3v:dev,360000,369999,10000,10000,-541.0,478.0,-41.7325,281.30050390996456,-417325.0,7.91299735E8,-4.170645000000002
power:vio_1v8:dev,360000,369999,10000,10000,-1.0,2.0,0.0538,0.28600699292150183,538.0,818.0,0.005379999999999878
voltage:vio_1v8:dev,370000,379999,10000,10000,-5.0,0.0,-1.4686,1.9026297590440449,-14686.0,36200.0,-0.14683500000000085
voltage:3.3v:dev,370000,379999,10000,10000,24.0,29.0,26.7652,26.813623403038985,267652.0,7189704.0,2.6762599999999352
power:3.3v:dev,370000,379999,10000,10000,-15.0,11.0,-1.2646,7.140994328523164,-12646.0,509938.0,-0.1265050000000013
current:vio_1v8:dev,370000,379999,10000,10000,-990.0,520.0,-194.395,351.1727554922221,-1943950.0,1.233223042E9,-19.441314999999996
power:tot:dev,370000,379999,10000,10000,-15.0,12.0,-1.2147,7.132257707065835,-12147.0,508691.0,-0.12151500000000137
current:3.3v:dev,370000,379999,10000,10000,-551.0,458.0,-41.6312,281.2813587851139,-416312.0,7.91192028E8,-4.165004999999996
power:vio_1v8:dev,370000,379999,10000,10000,-1.0,2.0,0.0499,0.2765863337187866,499.0,765.0,0.0049899999999998895
voltage:vio_1v8:dev,380000,389999,10000,10000,-5.0,0.0,-1.4919,1.9221602430598757,-14919.0,36947.0,-0.14917000000000039
voltage:3.3v:dev,380000,389999,10000,10000,24.0,31.0,27.7811,27.81381131740129,277811.0,7736081.0,2.777839999999983
power:3.3v:dev,380000,389999,10000,10000,-16.0,11.0,-1.2974,7.432348215739088,-12974.0,552398.0,-0.12975500000000212
current:vio_1v8:dev,380000,389999,10000,10000,-943.0,509.0,-194.324,351.2208874768128,-1943240.0,1.233561118E9,-19.42961999999992
power:tot:dev,380000,389999,10000,10000,-16.0,12.0,-1.2452,7.422816177166184,-12452.0,550982.0,-0.12454000000000226
current:3.3v:dev,380000,389999,10000,10000,-557.0,462.0,-41.8357,281.77645519099,-418357.0,7.93979707E8,-4.184354999999991
power:vio_1v8:dev,380000,389999,10000,10000,-1.0,2.0,0.0522,0.2753179979587241,522.0,758.0,0.005214999999999879
voltage:vio_1v8:dev,390000,399999,10000,10000,-5.0,0.0,-1.4379,1.880026595556563,-14379.0,35345.0,-0.14377000000000073
voltage:3.3v:dev,390000,399999,10000,10000,24.0,32.0,28.4063,28.422640623277776,284063.0,8078465.0,2.840350000000011
power:3.3v:dev,390000,399999,10000,10000,-16.0,13.0,-1.2594,7.604104154994197,-12594.0,578224.0,-0.12596500000000144
current:vio_1v8:dev,390000,399999,10000,10000,-1031.0,500.0,-194.0383,351.08289063980317,-1940383.0,1.232591961E9,-19.403425000000066
power:tot:dev,390000,399999,10000,10000,-15.0,13.0,-1.2123,7.598335344007923,-12123.0,577347.0,-0.12125500000000117
current:3.3v:dev,390000,399999,10000,10000,-574.0,462.0,-41.5401,282.0844318639368,-415401.0,7.95716267E8,-4.155040000000006
power:vio_1v8:dev,390000,399999,10000,10000,-1.0,3.0,0.0471,0.26888659319497504,471.0,723.0,0.0047099999999999
voltage:vio_1v8:dev,400000,409999,10000,10000,-5.0,0.0,-1.4495,1.8877234967017813,-14495.0,35635.0,-0.14493500000000056
voltage:3.3v:dev,400000,409999,10000,10000,24.0,32.0,28.698,28.706413917450575,286980.0,8240582.0,2.869505000000015
power:3.3v:dev,400000,409999,10000,10000,-16.0,12.0,-1.2388,7.6674898108833505,-12388.0,587904.0,-0.12379000000000134
current:vio_1v8:dev,400000,409999,10000,10000,-946.0,504.0,-194.6271,350.2541093263575,-1946271.0,1.226779411E9,-19.458035000000027
power:tot:dev,400000,409999,10000,10000,-16.0,13.0,-1.1915,7.660828936870996,-11915.0,586883.0,-0.11906000000000105
current:3.3v:dev,400000,409999,10000,10000,-577.0,439.0,-41.4734,281.745547613445,-414734.0,7.93805536E8,-4.144114999999993
power:vio_1v8:dev,400000,409999,10000,10000,-1.0,2.0,0.0473,0.26514147167125707,473.0,703.0,0.0047299999999999
voltage:vio_1v8:dev,410000,419999,10000,10000,-5.0,0.0,-1.5169,1.936620768245554,-15169.0,37505.0,-0.15168499999999976
voltage:3.3v:dev,410000,419999,10000,10000,24.0,32.0,28.8963,28.901070914414227,288963.0,8352719.0,2.889340000000074
power:3.3v:dev,410000,419999,10000,10000,-16.0,13.0,-1.2274,7.731856180762805,-12274.0,597816.0,-0.12262000000000053
current:vio_1v8:dev,410000,419999,10000,10000,-1029.0,483.0,-195.1443,350.2270350786758,-1951443.0,1.226589761E9,-19.50954500000009
power:tot:dev,410000,419999,10000,10000,-16.0,13.0,-1.1757,7.72016191540048,-11757.0,596009.0,-0.11745000000000051
current:3.3v:dev,410000,419999,10000,10000,-558.0,465.0,-41.5435,282.184678357986,-415435.0,7.96281927E8,-4.150054999999989
power:vio_1v8:dev,410000,419999,10000,10000,-1.0,2.0,0.0517,0.2816025568065745,517.0,793.0,0.005169999999999886
voltage:vio_1v8:dev,420000,429999,10000,10000,-5.0,0.0,-1.5223,1.943527720409462,-15223.0,37773.0,-0.15222000000000002
voltage:3.3v:dev,420000,429999,10000,10000,25.0,33.0,29.103,29.109201294436094,291030.0,8473456.0,2.9100100000000855
power:3.3v:dev,420000,429999,10000,10000,-18.0,13.0,-1.2154,7.785923195100245,-12154.0,606206.0,-0.12155000000000094
current:vio_1v8:dev,420000,429999,10000,10000,-939.0,490.0,-195.1004,350.3162685345915,-1951004.0,1.22721488E9,-19.51189000000002
power:tot:dev,420000,429999,10000,10000,-18.0,13.0,-1.1629,7.772432051809781,-11629.0,604107.0,-0.11630000000000074
current:3.3v:dev,420000,429999,10000,10000,-574.0,468.0,-40.7088,281.9611632831727,-407088.0,7.95020976E8,-4.071405000000005
power:vio_1v8:dev,420000,429999,10000,10000,-1.0,2.0,0.0525,0.28548204847240394,525.0,815.0,0.005249999999999884
voltage:vio_1v8:dev,430000,439999,10000,10000,-5.0,0.0,-1.4556,1.8899206332542116,-14556.0,35718.0,-0.14553000000000044
voltage:3.3v:dev,430000,439999,10000,10000,27.0,34.0,29.6778,29.69840063033698,296778.0,8819950.0,2.9674900000000375
power:3.3v:dev,430000,439999,10000,10000,-17.0,13.0,-1.2781,7.988272654335229,-12781.0,638125.0,-0.12786000000000083
current:vio_1v8:dev,430000,439999,10000,10000,-1023.0,470.0,-195.2876,349.94341714054286,-1952876.0,1.224603952E9,-19.528930000000035
power:tot:dev,430000,439999,10000,10000,-17.0,14.0,-1.231,7.9817917787925285,-12310.0,637090.0,-0.123150000000001
current:3.3v:dev,430000,439999,10000,10000,-551.0,478.0,-40.6656,282.901347115916,-406656.0,8.00331722E8,-4.068479999999995
power:vio_1v8:dev,430000,439999,10000,10000,-1.0,2.0,0.0471,0.26814175355583847,471.0,719.0,0.004709999999999897
voltage:vio_1v8:dev,440000,449999,10000,10000,-5.0,0.0,-1.4549,1.8885179374313605,-14549.0,35665.0,-0.14547000000000065
voltage:3.3v:dev,440000,449999,10000,10000,27.0,34.0,30.5604,30.59749662962642,305604.0,9362068.0,3.055725000000033
power:3.3v:dev,440000,449999,10000,10000,-18.0,13.0,-1.3895,8.251066597719351,-13895.0,680801.0,-0.138910000000001
current:vio_1v8:dev,440000,449999,10000,10000,-1003.0,527.0,-194.1688,349.4677533049366,-1941688.0,1.221277106E9,-19.414120000000132
power:tot:dev,440000,449999,10000,10000,-18.0,14.0,-1.3406,8.240885874710315,-13406.0,679122.0,-0.13402000000000103
current:3.3v:dev,440000,449999,10000,10000,-581.0,455.0,-41.1861,282.43532126842774,-411861.0,7.97697107E8,-4.117694999999995
power:vio_1v8:dev,440000,449999,10000,10000,-1.0,2.0,0.0489,0.26739483914241874,489.0,715.0,0.004889999999999891
voltage:vio_1v8:dev,450000,459999,10000,10000,-5.0,0.0,-1.4381,1.8772586396125601,-14381.0,35241.0,-0.1437900000000006
voltage:3.3v:dev,450000,459999,10000,10000,29.0,34.0,31.8096,31.85074881380342,318096.0,1.0144702E7,3.1806300000000607
power:3.3v:dev,450000,459999,10000,10000,-18.0,13.0,-1.4586,8.595940902542315,-14586.0,738902.0,-0.14583500000000027
current:vio_1v8:dev,450000,459999,10000,10000,-1029.0,486.0,-195.9779,349.3381515093935,-1959779.0,1.220371441E9,-19.59799499999994
power:tot:dev,450000,459999,10000,10000,-18.0,13.0,-1.4099,8.58960418180023,-14099.0,737813.0,-0.14096500000000045
current:3.3v:dev,450000,459999,10000,10000,-548.0,439.0,-41.2612,282.51282059403957,-412612.0,7.98134938E8,-4.125309999999983
power:vio_1v8:dev,450000,459999,10000,10000,-1.0,2.0,0.0487,0.26814175355583847,487.0,719.0,0.004869999999999894
voltage:vio_1v8:dev,460000,469999,10000,10000,-5.0,0.0,-1.5015,1.9269405802982094,-15015.0,37131.0,-0.15013500000000018
voltage:3.3v:dev,460000,469999,10000,10000,29.0,36.0,33.0255,33.04799388767796,330255.0,1.0921699E7,3.302220000000149
